actual_claims,predicted_claims,actual_payout,predicted_payout
0.0,172.94655,0.0,38543.44
278.0,160.66527,53821.95,44413.46
139.0,151.17026,21419.07,45233.137
278.0,167.75949,53571.23,50429.074
278.0,126.21727,52895.22,25335.203
278.0,160.21799,53934.2,44153.69
0.0,143.87964,0.0,42225.15
278.0,178.73735,53821.95,43233.52
139.0,174.6084,21419.07,50537.24
278.0,162.06319,53571.23,46556.168
0.0,175.495,0.0,55138.17
278.0,124.205826,53934.2,31736.227
0.0,157.33899,0.0,47829.996
278.0,152.52756,53821.95,42762.49
139.0,177.95267,21419.07,45120.574
278.0,176.10484,53571.23,55200.223
0.0,159.2386,0.0,44580.633
0.0,170.25517,0.0,52944.316
0.0,128.32068,0.0,36660.86
278.0,158.1079,53821.95,49536.816
139.0,167.0974,21419.07,41737.992
278.0,179.04572,53571.23,43670.656
0.0,171.75928,0.0,56248.242
0.0,156.60172,0.0,40895.13
0.0,164.10532,0.0,45210.8
278.0,129.21643,53821.95,39611.89
139.0,157.8212,21419.07,49928.01
278.0,173.93433,53571.23,40281.37
0.0,177.42671,0.0,41375.08
0.0,164.2159,0.0,54425.062
0.0,153.02077,0.0,37072.15
0.0,158.28294,0.0,39590.766
139.0,134.32524,21419.07,41243.22
278.0,157.54224,53571.23,49691.94
0.0,180.76764,0.0,37815.88
0.0,177.4411,0.0,38507.906
0.0,157.39076,0.0,51238.04
0.0,149.28685,0.0,33630.03
278.0,154.00113,51231.58,33016.555
278.0,140.49117,53571.23,40353.434
0.0,155.36342,0.0,45944.363
0.0,182.5947,0.0,33828.008
0.0,173.12767,0.0,34685.367
0.0,149.1588,0.0,45157.906
278.0,144.29463,51231.58,29205.617
0.0,147.49806,0.0,25684.104
0.0,144.47797,0.0,39090.312
0.0,152.82309,0.0,42137.523
0.0,180.99869,0.0,29750.148
0.0,169.6359,0.0,30428.555
278.0,140.56384,51231.58,38414.66
0.0,139.5812,0.0,25060.764
278.0,142.50505,50030.07,20331.273
0.0,139.68385,0.0,37094.363
0.0,145.53816,0.0,37869.742
0.0,165.2679,0.0,25651.828
278.0,158.4667,51231.58,27652.426
0.0,134.08307,0.0,33485.492
278.0,133.07477,50030.07,22142.086
0.0,137.57101,0.0,20970.584
0.0,130.09236,0.0,35149.84
0.0,136.6389,0.0,35888.785
278.0,145.10437,51231.58,24078.664
0.0,150.77383,0.0,27481.188
278.0,131.56792,50030.07,31657.154
0.0,128.81516,0.0,21633.434
529.0,138.7731,241043.88000000003,26893.602
0.0,128.40456,0.0,34692.875
278.0,138.31067,51231.58,37501.906
0.0,140.96666,0.0,26690.047
278.0,156.99759,50030.07,28335.441
0.0,135.56395,0.0,31941.518
529.0,134.92432,241043.88000000003,22951.65
0.0,148.83759,0.0,31512.475
278.0,122.884674,51231.58,33431.293
0.0,137.24796,0.0,38467.055
278.0,133.71611,50030.07,27967.04
0.0,158.32484,0.0,29439.484
529.0,134.12607,241043.88000000003,30631.123
0.0,134.76804,0.0,23665.354
0.0,152.6862,0.0,33495.35
0.0,126.08805,0.0,33018.734
278.0,140.02737,50030.07,38917.21
0.0,138.24878,0.0,29053.791
529.0,162.87451,241043.88000000003,29453.248
0.0,135.89554,0.0,29623.082
0.0,138.53712,0.0,24357.945
0.0,156.5667,0.0,31482.42
278.0,132.56804,50030.07,33171.652
0.0,148.36266,0.0,40030.695
529.0,143.49619,241043.88000000003,29661.32
0.0,170.63289,0.0,29800.773
0.0,139.37802,0.0,27890.316
0.0,145.37979,0.0,24905.51
0.0,165.80951,0.0,30690.06
0.0,144.08083,0.0,33884.44
529.0,157.54819,241043.88000000003,41013.246
0.0,155.82812,0.0,31048.43
0.0,179.70137,0.0,29612.443
0.0,146.75652,0.0,26315.965
0.0,154.66211,0.0,25499.496
278.0,174.01627,32534.76,27712.225
529.0,148.47995,241043.88000000003,34335.656
0.0,161.668,0.0,40181.86
0.0,154.11452,0.0,31048.34
0.0,181.17567,0.0,30820.408
0.0,155.1979,0.0,24946.879
278.0,158.81366,32534.76,26016.695
0.0,180.3435,0.0,29363.209
0.0,155.16411,0.0,36870.996
0.0,165.83691,0.0,38466.227
0.0,161.29814,0.0,29675.994
0.0,187.59984,0.0,30260.16
278.0,166.44641,32534.76,24791.379
0.0,163.6493,0.0,24875.441
0.0,183.7728,0.0,29549.729
0.0,171.27907,0.0,38211.785
0.0,181.39992,0.0,36918.207
0.0,175.80296,0.0,29011.438
278.0,200.08122,32534.76,29401.39
0.0,176.4783,0.0,22798.85
0.0,176.80644,0.0,23086.398
0.0,195.30396,0.0,27388.031
0.0,162.0008,0.0,35324.125
0.0,173.49533,0.0,35096.113
278.0,164.45047,32534.76,26364.094
0.0,191.43715,0.0,27904.22
0.0,163.69458,0.0,20789.963
0.0,165.94188,0.0,21865.336
0.0,184.79535,0.0,26683.424
0.0,166.00737,0.0,35227.742
278.0,180.91501,32534.76,38119.312
0.0,168.7299,0.0,30446.479
0.0,203.54811,0.0,29470.277
0.0,171.25963,0.0,20669.912
0.0,176.71066,0.0,23982.146
0.0,196.45723,0.0,29715.328
278.0,176.62471,32534.76,37243.36
0.0,196.06578,0.0,43135.555
0.0,181.82785,0.0,36722.285
0.0,224.9409,0.0,31983.553
0.0,187.71394,0.0,21270.111
0.0,196.4277,0.0,27204.367
0.0,217.87827,0.0,33725.43
0.0,191.91682,0.0,38466.664
0.0,209.55304,0.0,44947.027
0.0,200.68723,0.0,41088.355
0.0,239.6073,0.0,32985.61
0.0,201.65027,0.0,21723.023
0.0,213.51134,0.0,28481.56
0.0,230.73926,0.0,31663.701
0.0,190.9828,0.0,39007.31
0.0,210.97919,0.0,44059.17
0.0,196.31497,0.0,40379.24
0.0,240.99745,0.0,33771.86
0.0,205.78723,0.0,21476.143
0.0,215.08597,0.0,29056.205
278.0,235.06058,29461.42,34632.11
0.0,180.81435,0.0,38888.2
0.0,203.50847,0.0,45188.973
0.0,182.98164,0.0,42158.27
0.0,238.08873,0.0,36117.133
0.0,210.62927,0.0,24541.605
278.0,215.18561,29461.42,31941.357
0.0,237.2561,0.0,42320.055
0.0,173.44499,0.0,40509.94
0.0,199.30573,0.0,48402.57
0.0,180.11107,0.0,45628.105
0.0,239.03593,0.0,38531.16
278.0,212.26898,29461.42,28599.652
0.0,214.27902,0.0,33753.066
139.0,238.12534,21536.35,46286.035
0.0,168.45511,0.0,42149.41
0.0,196.27695,0.0,51982.383
0.0,180.37697,0.0,48684.395
278.0,239.8536,29461.42,40385.59
0.0,211.90321,0.0,31762.496
139.0,212.67116,21536.35,35417.832
139.0,237.96034,21334.510000000002,47936.043
0.0,189.07214,0.0,49319.418
0.0,220.89647,0.0,60494.395
278.0,208.71925,29461.42,60599.59
0.0,274.9695,0.0,45950.547
139.0,245.03194,21536.35,35246.176
139.0,246.34026,21334.510000000002,39415.2
278.0,273.24557,52978.3,53460.68
0.0,180.06116,0.0,50603.688
278.0,213.1179,29461.42,62940.48
0.0,203.43437,0.0,61368.164
139.0,268.9501,21536.35,46758.89
139.0,236.30089,21334.510000000002,36125.363
278.0,238.02518,52978.3,39177.24
278.0,266.6702,51963.75,53484.13
278.0,211.94452,29461.42,59906.547
0.0,248.76823,0.0,74180.805
139.0,241.73091,21536.35,76561.94
139.0,317.03976,21334.510000000002,52968.395
278.0,281.77283,52978.3,39677.54
278.0,288.52792,51963.75,44162.98
0.0,317.74622,0.0,62158.188
0.0,222.50171,0.0,63102.51
139.0,253.81061,21536.35,74692.734
139.0,252.03513,21334.510000000002,77065.93
278.0,319.6839,52978.3,54222.84
278.0,292.96356,51963.75,39889.867
0.0,294.69757,0.0,43506.477
0.0,322.94754,0.0,60124.95
139.0,237.89969,21536.35,69959.55
139.0,268.74863,21334.510000000002,75696.17
278.0,269.13626,52978.3,83236.625
278.0,339.9093,51963.75,56148.84
0.0,320.95096,0.0,42501.46
0.0,318.82382,0.0,44440.3
0.0,347.169,0.0,64542.53
139.0,227.39705,21334.510000000002,68198.125
278.0,249.49611,52978.3,70255.84
278.0,263.593,51963.75,78911.58
0.0,312.83185,0.0,52694.12
0.0,301.08026,0.0,43460.78
0.0,295.48138,0.0,40074.86
0.0,315.8149,0.0,53957.6
278.0,210.89568,52978.3,60543.78
278.0,221.7045,51963.75,59876.53
0.0,243.88809,0.0,68079.61
0.0,271.01852,0.0,46035.02
0.0,263.7196,0.0,38949.945
0.0,255.18054,0.0,34836.277
0.0,269.6269,0.0,39060.45
278.0,192.33151,51963.75,52327.668
0.0,194.12819,0.0,49367.35
0.0,220.22496,0.0,56525.95
0.0,231.35262,0.0,38569.348
0.0,225.06573,0.0,32818.184
0.0,216.19127,0.0,29827.125
139.0,227.1919,20285.19,26909.61
0.0,168.83781,0.0,42831.082
0.0,162.96123,0.0,38063.63
0.0,188.95094,0.0,42740.484
0.0,187.6896,0.0,29861.412
0.0,180.37721,0.0,25964.47
139.0,173.29402,20285.19,24535.424
0.0,181.79973,0.0,16850.799
0.0,175.21272,0.0,40119.93
0.0,167.24318,0.0,34812.76
0.0,189.0402,0.0,42043.887
0.0,185.46283,0.0,27759.355
139.0,180.56065,20285.19,21423.475
0.0,176.55208,0.0,22593.74
139.0,182.45717,21115.14,13287.136
0.0,137.12303,0.0,31730.238
0.0,130.87643,0.0,28505.393
0.0,137.44415,0.0,31653.363
139.0,141.5843,20285.19,24543.95
0.0,142.48601,0.0,18008.223
139.0,136.03598,21115.14,20299.572
139.0,146.76689,20144.06,15945.391
0.0,113.37097,0.0,27579.715
0.0,110.92182,0.0,24644.734
139.0,105.716774,20285.19,27285.387
0.0,120.60173,0.0,24352.848
139.0,127.60584,21115.14,18108.45
139.0,116.5575,20144.06,20302.475
0.0,133.42293,0.0,21654.71
0.0,90.20851,0.0,23040.06
139.0,90.509636,20285.19,21960.703
0.0,80.31692,0.0,23012.254
139.0,100.59763,21115.14,23555.242
139.0,103.86373,20144.06,20141.39
0.0,94.582115,0.0,20077.1
0.0,115.2013,0.0,23822.07
139.0,74.7903,20285.19,19999.076
0.0,77.929184,0.0,21094.006
139.0,65.90759,21115.14,21293.932
139.0,89.01306,20144.06,23683.15
0.0,87.96518,0.0,22339.691
0.0,81.46618,0.0,20844.107
0.0,104.42676,0.0,24544.5
0.0,70.5429,0.0,18170.379
139.0,71.077515,21115.14,20173.104
139.0,63.047276,20144.06,20198.244
0.0,83.00772,0.0,22720.281
0.0,76.87853,0.0,22749.13
0.0,74.66664,0.0,21340.438
139.0,97.154495,21153.72,21709.352
139.0,69.23117,21115.14,17288.08
139.0,68.925766,20144.06,20657.1
0.0,62.212204,0.0,20259.145
0.0,79.42212,0.0,22285.578
0.0,71.56956,0.0,22396.516
139.0,72.35002,21153.72,21629.535
139.0,93.945694,21015.09,19139.55
139.0,70.749115,20144.06,17396.58
0.0,67.17352,0.0,20247.283
0.0,64.28102,0.0,19604.498
0.0,77.59327,0.0,21132.773
139.0,67.406746,21153.72,20859.523
139.0,69.04083,21015.09,21296.578
0.0,91.623085,0.0,16046.345
0.0,72.75668,0.0,18698.55
0.0,65.40278,0.0,18973.303
0.0,64.36677,0.0,17857.36
139.0,75.60514,21153.72,20044.342
139.0,67.94177,21015.09,20257.834
0.0,66.57257,0.0,20968.068
0.0,90.52782,0.0,15761.591
0.0,69.66133,0.0,19210.682
0.0,60.95685,0.0,17809.422
139.0,58.228546,21153.72,16697.32
139.0,69.206795,21015.09,20014.188
0.0,68.39206,0.0,21417.543
0.0,62.729435,0.0,20711.814
0.0,88.46009,0.0,17917.953
0.0,66.322716,0.0,19449.105
139.0,59.45823,21153.72,17975.344
139.0,55.457153,21015.09,17108.207
0.0,67.76188,0.0,20305.059
0.0,66.77724,0.0,22029.242
0.0,60.315292,0.0,20611.074
278.0,87.88254,51257.15,18776.062
139.0,62.828003,21153.72,19701.969
139.0,58.911476,21015.09,19185.139
0.0,54.099865,0.0,18021.203
0.0,68.38493,0.0,21030.223
0.0,65.18624,0.0,22500.668
278.0,59.05572,51257.15,20843.781
139.0,88.20774,20414.68,19312.352
139.0,64.94468,21015.09,19919.97
0.0,59.631607,0.0,19450.695
0.0,58.975765,0.0,18779.459
0.0,71.02644,0.0,20553.275
278.0,64.23393,51257.15,21987.479
139.0,60.40889,20414.68,20833.082
0.0,88.33163,0.0,17385.102
0.0,71.38397,0.0,20883.482
0.0,64.16894,0.0,19741.059
0.0,67.94506,0.0,18960.053
278.0,76.32786,51257.15,19920.088
139.0,66.55158,20414.68,20483.588
0.0,63.97098,0.0,19932.555
139.0,90.23267,20299.17,14840.523
0.0,72.33198,0.0,19762.53
0.0,63.711624,0.0,19466.676
278.0,66.249016,51257.15,18370.434
139.0,73.09665,20414.68,19018.805
0.0,63.834976,0.0,18091.805
139.0,62.83284,20299.17,18717.438
0.0,88.17873,0.0,12640.727
0.0,68.05184,0.0,19359.791
278.0,59.396015,51257.15,19421.62
139.0,56.924225,20414.68,17953.482
0.0,67.84704,0.0,19647.568
139.0,64.50565,20299.17,18193.205
0.0,60.93887,0.0,18777.021
0.0,88.01266,0.0,15574.209
278.0,60.786198,51257.15,19533.93
139.0,52.90019,20414.68,19219.967
0.0,46.528507,0.0,17671.85
139.0,62.25483,20299.17,20769.05
0.0,64.94117,0.0,20318.975
0.0,57.534748,0.0,19462.014
0.0,86.5196,0.0,20083.16
139.0,59.14693,20414.68,20022.941
0.0,51.183563,0.0,18548.113
139.0,48.56247,20299.17,17211.43
0.0,63.198463,0.0,20121.074
0.0,61.54518,0.0,21845.479
0.0,55.209965,0.0,19599.979
139.0,85.51418,18779.74,20009.217
0.0,63.823902,0.0,20095.582
139.0,54.415325,20299.17,17228.04
0.0,55.77324,0.0,15646.01
0.0,66.70571,0.0,18615.32
0.0,59.33119,0.0,21145.002
139.0,55.63727,18779.74,18940.238
0.0,85.43054,0.0,17411.264
104.00000000000001,82.61165,15524.68,9688.915
0.0,81.368706,0.0,6521.5234
104.00000000000001,69.83501,13169.94,11579.135
104.00000000000001,84.91705,14544.29,9367.752
104.00000000000001,68.15894,14509.14,11528.596
104.00000000000001,75.02387,15040.380000000001,7617.2676
104.00000000000001,82.513466,14085.2,10417.367
0.0,82.95036,0.0,9850.18
104.00000000000001,80.91122,13169.94,6018.511
104.00000000000001,70.91205,14544.29,11177.373
104.00000000000001,85.52181,14509.14,9260.555
104.00000000000001,66.273926,15040.380000000001,12391.905
104.00000000000001,74.17002,14085.2,7773.387
104.00000000000001,82.731224,14935.119999999997,10599.816
104.00000000000001,81.45687,13169.94,9049.782
104.00000000000001,82.49837,14544.29,6110.008
104.00000000000001,71.1072,14509.14,11612.49
104.00000000000001,84.27911,15040.380000000001,9465.188
104.00000000000001,64.941895,14085.2,12665.301
104.00000000000001,74.421616,14935.119999999997,7748.1523
0.0,81.70987,0.0,9935.325
104.00000000000001,82.47286,14544.29,9448.952
104.00000000000001,83.70277,14509.14,6987.768
104.00000000000001,73.508484,15040.380000000001,11803.819
104.00000000000001,86.89291,14085.2,9846.893
104.00000000000001,64.39267,14935.119999999997,12464.066
0.0,75.164764,0.0,7645.9053
104.00000000000001,82.35303,14234.77,9019.968
104.00000000000001,85.6444,14509.14,9947.425
104.00000000000001,85.773735,15040.380000000001,7546.6743
104.00000000000001,77.60542,14085.2,12046.054
104.00000000000001,89.766525,14935.119999999997,9552.421
0.0,65.14825,0.0,11558.113
104.00000000000001,76.79474,14234.77,7472.2905
104.00000000000001,83.238434,13643.36,7330.625
104.00000000000001,90.19212,15040.380000000001,10566.651
104.00000000000001,88.34548,14085.2,8231.115
104.00000000000001,81.42623,14935.119999999997,12278.723
0.0,92.98572,0.0,9190.092
104.00000000000001,67.15301,14234.77,9372.987
104.00000000000001,78.885956,13643.36,6605.366
104.00000000000001,84.237236,13226.17,5389.2207
104.00000000000001,91.07547,14085.2,11056.37
104.00000000000001,87.59758,14935.119999999997,7945.9756
0.0,79.72255,0.0,12121.2
104.00000000000001,92.29347,14234.77,9058.89
104.00000000000001,70.23014,13643.36,8964.815
104.00000000000001,79.07036,13226.17,6691.66
104.00000000000001,84.12087,14735.46,6460.8955
104.00000000000001,90.26339,14935.119999999997,11229.207
0.0,85.47984,0.0,7300.519
104.00000000000001,76.7634,14234.77,11948.586
104.00000000000001,90.56322,13643.36,9021.22
104.00000000000001,72.17577,13226.17,10163.607
104.00000000000001,78.78243,14735.46,7402.251
104.00000000000001,84.307434,13082.53,8753.983
0.0,91.4631,0.0,11226.163
104.00000000000001,85.84864,14234.77,7047.736
104.00000000000001,78.69356,13643.36,11922.229
104.00000000000001,91.71107,13226.17,8517.154
104.00000000000001,71.468544,14735.46,10810.325
104.00000000000001,79.09076,13082.53,7582.276
104.00000000000001,85.65697,13427.65,8795.703
104.00000000000001,89.18751,14234.77,10203.474
104.00000000000001,87.12276,13643.36,6766.9634
104.00000000000001,77.52917,13226.17,12054.006
104.00000000000001,89.683784,14735.46,8532.125
104.00000000000001,69.477,13082.53,10880.357
104.00000000000001,78.4866,13427.65,7378.744
104.00000000000001,84.58326,11458.960000000001,8615.197
104.00000000000001,88.871635,13643.36,10040.968
104.00000000000001,87.319016,13226.17,7183.5454
104.00000000000001,78.01055,14735.46,12381.245
104.00000000000001,90.59996,13082.53,8845.241
104.00000000000001,68.30978,13427.65,10363.297
104.00000000000001,78.34505,11458.960000000001,7161.6206
104.00000000000001,84.36677,12734.5,7789.357
104.00000000000001,90.528534,13226.17,10279.664
104.00000000000001,88.81274,14735.46,7682.7793
104.00000000000001,80.60701,13082.53,12472.845
104.00000000000001,92.87653,13427.65,8902.381
104.00000000000001,68.67902,11458.960000000001,9742.014
104.00000000000001,79.339745,12734.5,6935.9116
104.00000000000001,85.08946,14636.38,6656.497
104.00000000000001,92.855606,14735.46,10755.253
104.00000000000001,90.57567,13082.53,8242.298
104.00000000000001,83.92766,13427.65,12638.068
104.00000000000001,95.22263,11458.960000000001,8524.995
104.00000000000001,69.4693,12734.5,8922.957
104.00000000000001,80.626785,14636.38,6760.458
104.00000000000001,86.054565,15047.870000000003,5372.3374
104.00000000000001,93.12079,13082.53,11327.853
104.00000000000001,89.99237,13427.65,8636.926
104.00000000000001,82.62317,11458.960000000001,12455.687
104.00000000000001,95.16942,12734.5,8653.611
104.00000000000001,72.81816,14636.38,8946.252
104.00000000000001,81.40596,15047.870000000003,6925.6016
104.00000000000001,86.73419,15988.02,6565.879
104.00000000000001,91.50532,13427.65,11364.188
104.00000000000001,87.43078,11458.960000000001,7932.4297
104.00000000000001,79.53391,12734.5,12203.776
104.00000000000001,92.98595,14636.38,8520.206
104.00000000000001,73.90259,15047.870000000003,10595.242
104.00000000000001,80.841965,15988.02,7844.562
104.00000000000001,86.946144,14769.62,8887.458
104.00000000000001,92.17372,11458.960000000001,11374.122
104.00000000000001,87.55955,12734.5,7560.7256
104.00000000000001,81.38872,14636.38,12217.476
104.00000000000001,93.49005,15047.870000000003,7948.0713
104.00000000000001,72.376595,15988.02,11463.548
104.00000000000001,80.7569,14769.62,8194.549
0.0,87.85807,0.0,8808.269
104.00000000000001,94.45371,12734.5,11609.608
104.00000000000001,89.5381,14636.38,7639.488
104.00000000000001,84.56715,15047.870000000003,12060.319
104.00000000000001,96.09254,15988.02,7854.091
104.00000000000001,72.257126,14769.62,10693.693
0.0,81.46643,0.0,7461.897
0.0,88.65049,0.0,7795.3643
104.00000000000001,96.91406,14636.38,11678.3125
104.00000000000001,91.75578,15047.870000000003,7766.272
104.00000000000001,87.33104,15988.02,12176.457
104.00000000000001,98.706474,14769.62,7564.239
0.0,72.021,0.0,9495.51
0.0,82.59607,0.0,6847.5835
104.00000000000001,89.42596,14681.84,6610.3096
104.00000000000001,99.31217,15047.870000000003,11872.741
104.00000000000001,93.67822,15988.02,8328.164
104.00000000000001,89.85089,14769.62,12488.353
0.0,100.96055,0.0,7514.074
0.0,72.74975,0.0,8239.903
104.00000000000001,84.04579,14681.84,6325.836
104.00000000000001,90.2438,16038.98,5459.5757
104.00000000000001,101.431526,15988.02,11978.772
104.00000000000001,95.05373,14769.62,8876.418
0.0,91.57039,0.0,12818.621
0.0,102.32535,0.0,7266.7324
104.00000000000001,73.505615,14681.84,6802.7256
104.00000000000001,85.19477,16038.98,5908.544
104.00000000000001,90.735466,14562.7,4245.716
104.00000000000001,100.322784,14769.62,11968.277
0.0,93.082375,0.0,8966.2
0.0,87.787056,0.0,13178.335
104.00000000000001,99.7147,14681.84,7626.6665
104.00000000000001,76.15435,16038.98,6624.332
104.00000000000001,85.16957,14562.7,6211.926
0.0,89.83048,0.0,5388.9473
0.0,97.588356,0.0,11566.954
0.0,89.51265,0.0,8276.649
104.00000000000001,82.08027,14681.84,13232.427
104.00000000000001,95.76129,16038.98,8212.099
104.00000000000001,77.39916,14562.7,7730.8545
0.0,83.97967,0.0,6874.054
104.00000000000001,88.809845,15153.0,7732.4478
0.0,92.65179,0.0,10205.102
104.00000000000001,87.98657,14681.84,7890.039
104.00000000000001,77.55722,16038.98,13722.795
104.00000000000001,91.03938,14562.7,9028.58
0.0,75.27843,0.0,9150.404
104.00000000000001,82.46205,15153.0,7182.728
104.00000000000001,87.06416,15190.92,8728.325
104.00000000000001,85.81503,14681.84,9122.587
104.00000000000001,86.16341,16038.98,8617.802
104.00000000000001,73.291794,14562.7,14052.045
0.0,87.40968,0.0,10109.697
104.00000000000001,71.81335,15153.0,10691.793
104.00000000000001,80.3946,15190.92,7565.9507
104.00000000000001,84.74969,15026.23,9430.721
104.00000000000001,83.11898,16038.98,8898.84
104.00000000000001,83.70876,14562.7,8793.913
0.0,72.12621,0.0,14100.583
104.00000000000001,86.23074,15153.0,10741.873
104.00000000000001,68.67561,15190.92,11125.096
104.00000000000001,78.25942,15026.23,7829.164
104.00000000000001,82.799644,15473.2,8520.9795
104.00000000000001,83.62097,14562.7,9272.203
0.0,83.19962,0.0,8861.722
104.00000000000001,73.758095,15153.0,13844.478
104.00000000000001,86.93277,15190.92,10867.679
104.00000000000001,67.14721,15026.23,10672.155
104.00000000000001,77.31505,15473.2,7638.3394
0.0,81.972115,0.0,6953.666
0.0,85.80911,0.0,9794.016
104.00000000000001,83.612686,15153.0,8888.761
104.00000000000001,76.3912,15190.92,13720.104
104.00000000000001,88.08573,15026.23,10403.893
104.00000000000001,66.70335,15473.2,9592.245
0.0,77.117584,0.0,7331.7646
104.00000000000001,81.84055,14566.74,5153.787
104.00000000000001,81.774666,15153.0,9539.984
104.00000000000001,81.01192,15190.92,8656.783
104.00000000000001,70.81775,15026.23,13773.744
104.00000000000001,82.67189,15473.2,10632.244
0.0,67.71873,0.0,10496.533
104.00000000000001,75.78545,14566.74,7859.3438
104.00000000000001,79.85123,14788.78,7040.362
104.00000000000001,78.37429,15190.92,10017.825
104.00000000000001,76.432846,15026.23,8315.644
104.00000000000001,65.507866,15473.2,13214.638
0.0,79.803566,0.0,11197.772
104.00000000000001,67.449326,14566.74,12389.743
104.00000000000001,73.40173,14788.78,8674.59
104.00000000000001,79.25701,14936.749999999998,10123.815
104.00000000000001,78.77985,15026.23,10325.303
104.00000000000001,75.47825,15473.2,7593.5156
0.0,66.610016,0.0,12579.89
104.00000000000001,80.15596,14566.74,11056.334
104.00000000000001,65.19005,14788.78,13214.305
104.00000000000001,71.69018,14936.749999999998,8710.785
104.00000000000001,79.32005,14921.81,10134.245
104.00000000000001,81.527176,15473.2,10717.373
0.0,76.85407,0.0,7098.2305
